GPS Time;Q1;Q2;Q3;Q4;UTC;Sats;Lat;Lon;Elev;Intv;...12;Camera A;...14;Camera B;...16;ground_elev;AGL;Roll;Pitch;Yaw
105471843;0,4194;-0,5687;0,5609;0,4314;2024-09-02 05:17:33.843;16;-20,33962996;32,1405459;844,3967;3;;Sango_R_A__00843_D1_02092024.JPG;;Sango_L_B__00842_D1_02092024.JPG;3;541;303,3967;178,5641065;73,97216159;-90,29024758
105474843;0,4256;-0,5622;0,5661;0,4269;2024-09-02 05:17:36.843;16;-20,33960705;32,1416236;844,3118;3;;Sango_R_A__00844_D1_02092024.JPG;;Sango_L_B__00843_D1_02092024.JPG;3;532;312,3118;178,9950659;74,14380941;-91,15534698
105477843;0,4181;-0,5679;0,5621;0,4321;2024-09-02 05:17:39.843;16;-20,33957781;32,14269867;845,5648;3;;Sango_R_A__00845_D1_02092024.JPG;;Sango_L_B__00844_D1_02092024.JPG;3;527;318,5648;177,7484524;73,90880636;-91,1057859
105480843;0,4197;-0,5682;0,5628;0,4292;2024-09-02 05:17:42.843;16;-20,33954378;32,1437737;846,941;3;;Sango_R_A__00846_D1_02092024.JPG;;Sango_L_B__00845_D1_02092024.JPG;3;522;324,941;178,7361513;73,78069544;-90,40149098
105483843;0,4205;-0,5678;0,563;0,4287;2024-09-02 05:17:45.843;16;-20,3395159;32,14484162;847,6728;3;;Sango_R_A__00847_D1_02092024.JPG;;Sango_L_B__00846_D1_02092024.JPG;3;519;328,6728;178,9320732;73,81028305;-90,31556881
105486843;0,4163;-0,569;0,563;0,4313;2024-09-02 05:17:48.843;16;-20,33949587;32,14591567;847,4951;3;;Sango_R_A__00848_D1_02092024.JPG;;Sango_L_B__00847_D1_02092024.JPG;3;513;334,4951;177,5796648;73,64187344;-91,20477018
105489843;0,4202;-0,5672;0,5614;0,4319;2024-09-02 05:17:51.843;16;-20,33948275;32,14699416;847,3743;3;;Sango_R_A__00849_D1_02092024.JPG;;Sango_L_B__00848_D1_02092024.JPG;3;512;335,3743;178,2713893;74,10310256;-90,7161908
105492843;0,4196;-0,5688;0,5605;0,4315;2024-09-02 05:17:54.843;16;-20,33949313;32,14806869;847,8703;3;;Sango_R_A__00850_D1_02092024.JPG;;Sango_L_B__00849_D1_02092024.JPG;3;515;332,8703;178,6742207;74,00670977;-90,15699058
105495846;0,4203;-0,5669;0,5639;0,429;2024-09-02 05:17:57.846;16;-20,33952139;32,14914276;849,4123;3,003;;Sango_R_A__00851_D1_02092024.JPG;;Sango_L_B__00850_D1_02092024.JPG;3;514;335,4123;178,5014504;73,81458787;-90,82145976
105498843;0,4202;-0,5696;0,5609;0,4295;2024-09-02 05:18:00.843;16;-20,33956206;32,15020763;849,6708;2,997;;Sango_R_A__00852_D1_02092024.JPG;;Sango_L_B__00851_D1_02092024.JPG;3;514;335,6708;179,3567695;73,85871797;-89,60162292
105501846;0,4199;-0,567;0,5637;0,4295;2024-09-02 05:18:03.846;16;-20,33960835;32,15127385;849,2263;3,003;;Sango_R_A__00853_D1_02092024.JPG;;Sango_L_B__00852_D1_02092024.JPG;3;514;335,2263;178,3437506;73,82526474;-90,90971631
105504842;0,4219;-0,563;0,5653;0,4307;2024-09-02 05:18:06.842;16;-20,33964998;32,15234549;848,2714;2,996;;Sango_R_A__00854_D1_02092024.JPG;;Sango_L_B__00853_D1_02092024.JPG;3;514;334,2714;177,506445;74,14045176;-92,1175429
105507843;0,4229;-0,5644;0,5653;0,4278;2024-09-02 05:18:09.843;16;-20,33969028;32,15342706;847,8156;3,001;;Sango_R_A__00855_D1_02092024.JPG;;Sango_L_B__00854_D1_02092024.JPG;3;520;327,8156;178,693351;73,95843049;-91,07519801
105510843;0,4212;-0,5656;0,5641;0,4294;2024-09-02 05:18:12.843;16;-20,33972284;32,1545183;846,0594;3;;Sango_R_A__00856_D1_02092024.JPG;;Sango_L_B__00855_D1_02092024.JPG;3;516;330,0594;178,3441903;73,95097285;-91,09451637
105513843;0,4222;-0,5653;0,564;0,4291;2024-09-02 05:18:15.843;16;-20,33975665;32,15561169;846,3465;3;;Sango_R_A__00857_D1_02092024.JPG;;Sango_L_B__00856_D1_02092024.JPG;3;524;322,3465;178,6087842;74,01708725;-90,9167912
105516843;0,4257;-0,5622;0,5655;0,4277;2024-09-02 05:18:18.843;16;-20,3397881;32,15670714;846,9264;3;;Sango_R_A__00858_D1_02092024.JPG;;Sango_L_B__00857_D1_02092024.JPG;3;525;321,9264;178,9306714;74,23116826;-91,14452372
105519843;0,4205;-0,5656;0,5637;0,4308;2024-09-02 05:18:21.843;16;-20,33981222;32,15780406;846,9752;3;;Sango_R_A__00859_D1_02092024.JPG;;Sango_L_B__00858_D1_02092024.JPG;3;531;315,9752;177,916364;74,01325246;-91,37778961
105522843;0,4208;-0,5681;0,563;0,4281;2024-09-02 05:18:24.843;16;-20,33983573;32,15889929;846,5056;3;;Sango_R_A__00860_D1_02092024.JPG;;Sango_L_B__00859_D1_02092024.JPG;3;527;319,5056;179,1945201;73,7768957;-90,08784515
105525843;0,4197;-0,5663;0,5641;0,4301;2024-09-02 05:18:27.843;16;-20,33985524;32,16000015;845,5026;3;;Sango_R_A__00861_D1_02092024.JPG;;Sango_L_B__00860_D1_02092024.JPG;3;524;321,5026;177,9615487;73,86296887;-91,30931577
105528843;0,4215;-0,5653;0,5645;0,4292;2024-09-02 05:18:30.843;16;-20,33987026;32,1611023;845,3621;3;;Sango_R_A__00862_D1_02092024.JPG;;Sango_L_B__00861_D1_02092024.JPG;3;522;323,3621;178,3379007;73,95225195;-91,1702931
105531842;0,4211;-0,5675;0,5609;0,4313;2024-09-02 05:18:33.842;16;-20,33988556;32,16220424;846,2375;2,999;;Sango_R_A__00863_D1_02092024.JPG;;Sango_L_B__00862_D1_02092024.JPG;3;519;327,2375;178,7667681;74,13445867;-90,26135586
105534843;0,4217;-0,5666;0,564;0,4278;2024-09-02 05:18:36.843;16;-20,33990288;32,16330616;846,7427;3,001;;Sango_R_A__00864_D1_02092024.JPG;;Sango_L_B__00863_D1_02092024.JPG;3;524;322,7427;179,0349024;73,83919085;-90,46161791
105537843;0,421;-0,5691;0,5607;0,4296;2024-09-02 05:18:39.843;16;-20,33992492;32,16440657;847,5657;3;;Sango_R_A__00865_D1_02092024.JPG;;Sango_L_B__00864_D1_02092024.JPG;3;530;317,5657;179,4671352;73,95105062;-89,5492208
105540843;0,4233;-0,5615;0,5644;0,4325;2024-09-02 05:18:42.843;16;-20,33994751;32,16550136;847,754;3;;Sango_R_A__00866_D1_02092024.JPG;;Sango_L_B__00865_D1_02092024.JPG;3;540;307,754;177,2528181;74,4618504;-92,38288636
105543843;0,4231;-0,5648;0,5642;0,4285;2024-09-02 05:18:45.843;16;-20,33996148;32,16660484;846,8245;3;;Sango_R_A__00867_D1_02092024.JPG;;Sango_L_B__00866_D1_02092024.JPG;3;547;299,8245;178,8351091;74,0519128;-90,81775002
105546843;0,4174;-0,5712;0,5574;0,4345;2024-09-02 05:18:48.843;16;-20,33997893;32,16772333;844,9576;3;;Sango_R_A__00868_D1_02092024.JPG;;Sango_L_B__00867_D1_02092024.JPG;3;546;298,9576;178,4228441;74,09392099;-89,78942963
105549843;0,4205;-0,5671;0,56;0,4336;2024-09-02 05:18:51.843;16;-20,34000444;32,16884563;845,3809;3;;Sango_R_A__00869_D1_02092024.JPG;;Sango_L_B__00868_D1_02092024.JPG;3;551;294,3809;178,1567964;74,30570356;-90,6748868
105552842;0,4242;-0,5619;0,5673;0,4272;2024-09-02 05:18:54.842;16;-20,34001874;32,16996563;846,5056;2,999;;Sango_R_A__00870_D1_02092024.JPG;;Sango_L_B__00869_D1_02092024.JPG;3;548;298,5056;178,3374703;74,02430728;-91,80138641
105555843;0,4207;-0,5666;0,5633;0,4297;2024-09-02 05:18:57.843;16;-20,34001512;32,17108201;846,683;3,001;;Sango_R_A__00871_D1_02092024.JPG;;Sango_L_B__00870_D1_02092024.JPG;3;539;307,683;178,4758272;73,9296589;-90,81243314
105558843;0,4187;-0,5678;0,5648;0,4281;2024-09-02 05:19:00.843;16;-20,34000817;32,17219062;847,8749;3;;Sango_R_A__00872_D1_02092024.JPG;;Sango_L_B__00871_D1_02092024.JPG;3;527;320,8749;178,3582477;73,56426345;-90,92390002
105561843;0,4195;-0,5692;0,5619;0,4293;2024-09-02 05:19:03.843;16;-20,34000352;32,17329942;847,323;3;;Sango_R_A__00873_D1_02092024.JPG;;Sango_L_B__00872_D1_02092024.JPG;3;517;330,323;178,9977719;73,7705566;-90,01254838
105564843;0,4218;-0,5654;0,5646;0,4285;2024-09-02 05:19:06.843;16;-20,34000549;32,17441685;846,1416;3;;Sango_R_A__00874_D1_02092024.JPG;;Sango_L_B__00873_D1_02092024.JPG;3;500;346,1416;178,5745848;73,91788705;-90,99142409
105567843;0,4208;-0,5674;0,5632;0,4289;2024-09-02 05:19:09.843;16;-20,34000915;32,17554231;845,7991;3;;Sango_R_A__00875_D1_02092024.JPG;;Sango_L_B__00874_D1_02092024.JPG;3;489;356,7991;178,8486899;73,85199989;-90,43957048
105570843;0,4202;-0,5676;0,5631;0,4291;2024-09-02 05:19:12.843;16;-20,3400098;32,17666734;847,1278;3;;Sango_R_A__00876_D1_02092024.JPG;;Sango_L_B__00875_D1_02092024.JPG;3;485;362,1278;178,7164368;73,82086291;-90,50805644
105573843;0,4236;-0,5622;0,5671;0,4277;2024-09-02 05:19:15.843;16;-20,33999637;32,1777847;847,3601;3;;Sango_R_A__00877_D1_02092024.JPG;;Sango_L_B__00876_D1_02092024.JPG;3;491;356,3601;178,1688911;74,01188954;-91,87739451
105576843;0,4236;-0,5618;0,5662;0,4293;2024-09-02 05:19:18.843;16;-20,33996633;32,17889963;846,5262;3;;Sango_R_A__00878_D1_02092024.JPG;;Sango_L_B__00877_D1_02092024.JPG;3;483;363,5262;177,8597902;74,17657805;-92,06500708
105579843;0,4222;-0,565;0,5642;0,4292;2024-09-02 05:19:21.843;16;-20,33993579;32,1800157;847,6477;3;;Sango_R_A__00879_D1_02092024.JPG;;Sango_L_B__00878_D1_02092024.JPG;3;478;369,6477;178,4958316;74,02769702;-91,05288614
105582843;0,427;-0,5634;0,566;0,4242;2024-09-02 05:19:24.843;16;-20,33991538;32,18112593;847,8113;3;;Sango_R_A__00880_D1_02092024.JPG;;Sango_L_B__00879_D1_02092024.JPG;3;476;371,8113;-179,8025962;74,00885887;-90,11502315
105585843;0,4174;-0,5665;0,5642;0,4319;2024-09-02 05:19:27.843;16;-20,33991826;32,18223351;848,5759;3;;Sango_R_A__00881_D1_02092024.JPG;;Sango_L_B__00880_D1_02092024.JPG;3;477;371,5759;177,0313815;73,80802839;-91,99634983
105588843;0,4218;-0,567;0,5631;0,4284;2024-09-02 05:19:30.843;16;-20,33993368;32,18333909;848,2177;3;;Sango_R_A__00882_D1_02092024.JPG;;Sango_L_B__00881_D1_02092024.JPG;3;477;371,2177;179,1435324;73,90944102;-90,24888289
105591843;0,4239;-0,5593;0,5682;0,4298;2024-09-02 05:19:33.843;16;-20,33994053;32,18445275;846,5478;3;;Sango_R_A__00883_D1_02092024.JPG;;Sango_L_B__00882_D1_02092024.JPG;3;477;369,5478;176,9927011;74,240566;-93,1808172
105594843;0,4203;-0,5679;0,5611;0,4312;2024-09-02 05:19:36.843;16;-20,33994393;32,18557425;845,6224;3;;Sango_R_A__00884_D1_02092024.JPG;;Sango_L_B__00883_D1_02092024.JPG;3;477;368,6224;178,6414827;74,04663772;-90,33442404
105597843;0,4206;-0,5685;0,5653;0,4247;2024-09-02 05:19:39.843;16;-20,33996213;32,18669593;844,8286;3;;Sango_R_A__00885_D1_02092024.JPG;;Sango_L_B__00884_D1_02092024.JPG;3;474;370,8286;179,6099245;73,41247434;-89,9674013
105600843;0,4133;-0,5773;0,5517;0,4377;2024-09-02 05:19:42.843;16;-20,33997662;32,18781235;843,5796;3;;Sango_R_A__00886_D1_02092024.JPG;;Sango_L_B__00885_D1_02092024.JPG;3;476;367,5796;178,8007627;74,02025358;-88,30612594
105603843;0,4182;-0,5713;0,5587;0,432;2024-09-02 05:19:45.843;16;-20,34000356;32,18892916;843,0947;3;;Sango_R_A__00887_D1_02092024.JPG;;Sango_L_B__00886_D1_02092024.JPG;3;473;370,0947;178,9904513;73,91609286;-89,48190604
105606843;0,418;-0,5697;0,5596;0,4332;2024-09-02 05:19:48.843;16;-20,34006429;32,19003656;845,1499;3;;Sango_R_A__00888_D1_02092024.JPG;;Sango_L_B__00887_D1_02092024.JPG;3;470;375,1499;178,217498;74,01231576;-90,3187258
105609843;0,4194;-0,5686;0,5618;0,4303;2024-09-02 05:19:51.843;16;-20,34012487;32,19113975;843,9475;3;;Sango_R_A__00889_D1_02092024.JPG;;Sango_L_B__00888_D1_02092024.JPG;3;468;375,9475;178,6510278;73,86190256;-90,32467217
105612843;0,4206;-0,5664;0,5658;0,4269;2024-09-02 05:19:54.843;16;-20,34018109;32,19224097;843,4418;3;;Sango_R_A__00890_D1_02092024.JPG;;Sango_L_B__00889_D1_02092024.JPG;3;474;369,4418;178,6533336;73,62970378;-90,94727329
105615843;0,4225;-0,565;0,5643;0,4287;2024-09-02 05:19:57.843;16;-20,34022026;32,19334211;842,6704;3;;Sango_R_A__00891_D1_02092024.JPG;;Sango_L_B__00890_D1_02092024.JPG;3;473;369,6704;178,6673898;74,01069149;-90,93337839
105618843;0,4187;-0,5692;0,5618;0,4301;2024-09-02 05:20:00.843;16;-20,34026006;32,19446241;837,0726;3;;Sango_R_A__00892_D1_02092024.JPG;;Sango_L_B__00891_D1_02092024.JPG;3;472;365,0726;178,6438651;73,7745649;-90,26801659
105621843;0,4174;-0,5695;0,5612;0,4318;2024-09-02 05:20:03.843;16;-20,340301;32,19562206;829,0737;3;;Sango_R_A__00893_D1_02092024.JPG;;Sango_L_B__00892_D1_02092024.JPG;3;470;359,0737;178,1017359;73,81326998;-90,58450364
105624843;0,4193;-0,5675;0,5632;0,4301;2024-09-02 05:20:06.843;16;-20,34033583;32,19681281;822,0461;3;;Sango_R_A__00894_D1_02092024.JPG;;Sango_L_B__00893_D1_02092024.JPG;3;468;354,0461;178,2393797;73,82513207;-90,88677608
105627843;0,4202;-0,5651;0,5644;0,4308;2024-09-02 05:20:09.843;16;-20,34034961;32,19801415;818,0027;3;;Sango_R_A__00895_D1_02092024.JPG;;Sango_L_B__00894_D1_02092024.JPG;3;468;350,0027;177,6372262;73,98126254;-91,70896389
105630843;0,4196;-0,5694;0,5607;0,4305;2024-09-02 05:20:12.843;16;-20,34034707;32,19921209;815,2386;3;;Sango_R_A__00896_D1_02092024.JPG;;Sango_L_B__00895_D1_02092024.JPG;3;469;346,2386;178,9827336;73,90376899;-89,88307732
105633843;0,4202;-0,5673;0,5632;0,4295;2024-09-02 05:20:15.843;16;-20,3403608;32,20039676;814,4005;3;;Sango_R_A__00897_D1_02092024.JPG;;Sango_L_B__00896_D1_02092024.JPG;3;466;348,4005;178,5513741;73,85572994;-90,67319746
105636842;0,4184;-0,5663;0,5641;0,4313;2024-09-02 05:20:18.842;16;-20,34037535;32,2015694;812,5296;2,999;;Sango_R_A__00898_D1_02092024.JPG;;Sango_L_B__00897_D1_02092024.JPG;3;467;345,5296;177,3800777;73,851863;-91,74607809
105639843;0,4196;-0,5626;0,5663;0,4321;2024-09-02 05:20:21.843;16;-20,3403833;32,20273568;810,9802;3,001;;Sango_R_A__00899_D1_02092024.JPG;;Sango_L_B__00898_D1_02092024.JPG;3;466;344,9802;176,4007806;74,03886312;-93,09008123
105642843;0,4184;-0,5719;0,558;0,4319;2024-09-02 05:20:24.843;16;-20,34040366;32,20389573;808,8337;3;;Sango_R_A__00900_D1_02092024.JPG;;Sango_L_B__00899_D1_02092024.JPG;3;468;340,8337;179,2892178;73,92767778;-89,12528153
105645843;0,4168;-0,5697;0,5596;0,4343;2024-09-02 05:20:27.843;16;-20,34042905;32,20505965;805,4241;3;;Sango_R_A__00901_D1_02092024.JPG;;Sango_L_B__00900_D1_02092024.JPG;3;466;339,4241;177,6778608;74,00316002;-90,7252283
105648843;0,4168;-0,5712;0,559;0,433;2024-09-02 05:20:30.843;16;-20,34045872;32,20622515;802,8805;3;;Sango_R_A__00902_D1_02092024.JPG;;Sango_L_B__00901_D1_02092024.JPG;3;467;335,8805;178,36095;73,87919906;-89,99552617
105651843;0,4206;-0,5656;0,5658;0,4279;2024-09-02 05:20:33.843;16;-20,34049798;32,20738862;800,1434;3;;Sango_R_A__00903_D1_02092024.JPG;;Sango_L_B__00902_D1_02092024.JPG;3;471;329,1434;178,2759155;73,73101954;-91,31315635
105654843;0,4188;-0,5725;0,5583;0,4302;2024-09-02 05:20:36.843;16;-20,34053782;32,2085562;796,2383;3;;Sango_R_A__00904_D1_02092024.JPG;;Sango_L_B__00903_D1_02092024.JPG;3;466;330,2383;179,8284518;73,7986902;-88,68989325
105657843;0,4192;-0,569;0,5613;0,4306;2024-09-02 05:20:39.843;16;-20,34057231;32,20972856;793,8397;3;;Sango_R_A__00905_D1_02092024.JPG;;Sango_L_B__00904_D1_02092024.JPG;3;467;326,8397;178,691614;73,87366735;-90,20307272
105660842;0,4179;-0,5686;0,562;0,4315;2024-09-02 05:20:42.842;16;-20,34059327;32,21090429;790,1283;2,999;;Sango_R_A__00906_D1_02092024.JPG;;Sango_L_B__00905_D1_02092024.JPG;3;467;323,1283;177,9895002;73,82968296;-90,84147493
105663843;0,4187;-0,5678;0,5628;0,4307;2024-09-02 05:20:45.843;16;-20,34059359;32,2120785;786,6732;3,001;;Sango_R_A__00907_D1_02092024.JPG;;Sango_L_B__00906_D1_02092024.JPG;3;463;323,6732;178,0820913;73,82944072;-90,93406598
105666843;0,4212;-0,5649;0,5646;0,4297;2024-09-02 05:20:48.843;16;-20,34059155;32,21324649;785,1702;3;;Sango_R_A__00908_D1_02092024.JPG;;Sango_L_B__00907_D1_02092024.JPG;3;463;322,1702;178,0595122;73,97782421;-91,43129821
105669843;0,42;-0,5678;0,5635;0,4285;2024-09-02 05:20:51.843;16;-20,34059115;32,2144086;783,91;3;;Sango_R_A__00909_D1_02092024.JPG;;Sango_L_B__00908_D1_02092024.JPG;3;466;317,91;178,7787059;73,73998225;-90,48043565
105672843;0,4196;-0,5677;0,562;0,4311;2024-09-02 05:20:54.843;16;-20,3405952;32,21556682;781,5933;3;;Sango_R_A__00910_D1_02092024.JPG;;Sango_L_B__00909_D1_02092024.JPG;3;463;318,5933;178,3114686;73,95899531;-90,69331565
105675843;0,4174;-0,5684;0,5625;0,4315;2024-09-02 05:20:57.843;16;-20,34061197;32,21672843;778,7305;3;;Sango_R_A__00911_D1_02092024.JPG;;Sango_L_B__00910_D1_02092024.JPG;3;465;313,7305;177,7556378;73,78085168;-91,08679414
105678843;0,4192;-0,567;0,5634;0,4305;2024-09-02 05:21:00.843;16;-20,34064057;32,21789826;774,9071;3;;Sango_R_A__00912_D1_02092024.JPG;;Sango_L_B__00911_D1_02092024.JPG;3;462;312,9071;177,9975541;73,85742562;-91,14017533
105681843;0,4206;-0,5654;0,5642;0,4302;2024-09-02 05:21:03.843;16;-20,34065969;32,21906719;773,0814;3;;Sango_R_A__00913_D1_02092024.JPG;;Sango_L_B__00912_D1_02092024.JPG;3;462;311,0814;177,9617942;73,96622301;-91,41329341
105684843;0,4197;-0,5677;0,562;0,431;2024-09-02 05:21:06.843;16;-20,34067244;32,22023275;771,9236;3;;Sango_R_A__00914_D1_02092024.JPG;;Sango_L_B__00913_D1_02092024.JPG;3;462;309,9236;178,3583096;73,95921327;-90,65804639
105687843;0,4244;-0,5632;0,5665;0,4263;2024-09-02 05:21:09.843;16;-20,34068203;32,22139027;770,6868;3;;Sango_R_A__00915_D1_02092024.JPG;;Sango_L_B__00914_D1_02092024.JPG;3;461;309,6868;178,9727493;73,9590731;-91,10825868
105690843;0,4206;-0,5547;0,5723;0,4335;2024-09-02 05:21:12.843;16;-20,34068997;32,22254303;768,6555;3;;Sango_R_A__00916_D1_02092024.JPG;;Sango_L_B__00915_D1_02092024.JPG;3;459;309,6555;173,7588707;74,21714019;-96,51298801
105693843;0,4239;-0,5624;0,5661;0,4283;2024-09-02 05:21:15.843;16;-20,34070058;32,22369559;767,2515;3;;Sango_R_A__00917_D1_02092024.JPG;;Sango_L_B__00916_D1_02092024.JPG;3;462;305,2515;178,3005512;74,11067617;-91,65895097
105696843;0,4216;-0,5639;0,5669;0,4277;2024-09-02 05:21:18.843;16;-20,34070929;32,22484409;766,2431;3;;Sango_R_A__00918_D1_02092024.JPG;;Sango_L_B__00917_D1_02092024.JPG;3;461;305,2431;178,0587535;73,80926057;-91,76184469
105699843;0,4223;-0,5651;0,5637;0,4295;2024-09-02 05:21:21.843;16;-20,34072091;32,22598728;765,3568;3;;Sango_R_A__00919_D1_02092024.JPG;;Sango_L_B__00918_D1_02092024.JPG;3;457;308,3568;178,5516968;74,07359786;-90,95073624
105702843;0,4205;-0,5667;0,5633;0,4298;2024-09-02 05:21:24.843;16;-20,34073881;32,2271207;764,3752;3;;Sango_R_A__00920_D1_02092024.JPG;;Sango_L_B__00919_D1_02092024.JPG;3;460;304,3752;178,4241378;73,9180996;-90,84097712
105705843;0,4245;-0,5615;0,5676;0,427;2024-09-02 05:21:27.843;16;-20,34076609;32,22825326;763,7245;3;;Sango_R_A__00921_D1_02092024.JPG;;Sango_L_B__00920_D1_02092024.JPG;3;451;312,7245;178,3296967;74,03531734;-91,87858828
105708843;0,425;-0,5612;0,5688;0,4253;2024-09-02 05:21:30.843;16;-20,34079533;32,22938221;763,3276;3;;Sango_R_A__00922_D1_02092024.JPG;;Sango_L_B__00921_D1_02092024.JPG;3;454;309,3276;178,5933458;73,91508281;-91,82907231
105711843;0,4247;-0,5617;0,5688;0,425;2024-09-02 05:21:33.843;16;-20,34082557;32,23050753;762,7603;3;;Sango_R_A__00923_D1_02092024.JPG;;Sango_L_B__00922_D1_02092024.JPG;3;455;307,7603;178,6871706;73,85265984;-91,70633485
105714843;0,4244;-0,5616;0,5669;0,4279;2024-09-02 05:21:36.843;16;-20,34084648;32,23162889;761,1058;3;;Sango_R_A__00924_D1_02092024.JPG;;Sango_L_B__00923_D1_02092024.JPG;3;455;306,1058;178,2271842;74,1159311;-91,87694783
105717842;0,426;-0,562;0,5677;0,4248;2024-09-02 05:21:39.842;16;-20,34086372;32,23274896;758,9972;2,999;;Sango_R_A__00925_D1_02092024.JPG;;Sango_L_B__00924_D1_02092024.JPG;3;454;304,9972;179,2752393;73,96632752;-91,12399251
105720843;0,4274;-0,5595;0,5708;0,4225;2024-09-02 05:21:42.843;16;-20,34088935;32,2338763;756,2922;3,001;;Sango_R_A__00926_D1_02092024.JPG;;Sango_L_B__00925_D1_02092024.JPG;3;457;299,2922;179,1612033;73,87717754;-91,77624843
105723842;0,4265;-0,5606;0,5697;0,4234;2024-09-02 05:21:45.842;16;-20,34091343;32,23501802;753,0409;2,999;;Sango_R_A__00927_D1_02092024.JPG;;Sango_L_B__00926_D1_02092024.JPG;3;456;297,0409;179,1271663;73,8774487;-91,57882266
105726843;0,4277;-0,558;0,5725;0,4219;2024-09-02 05:21:48.843;16;-20,34093287;32,23616298;750,5378;3,001;;Sango_R_A__00928_D1_02092024.JPG;;Sango_L_B__00927_D1_02092024.JPG;3;454;296,5378;178,8133855;73,84481535;-92,36136687
105729843;0,4282;-0,5586;0,5715;0,4219;2024-09-02 05:21:51.843;16;-20,34094492;32,2373095;748,1453;3;;Sango_R_A__00929_D1_02092024.JPG;;Sango_L_B__00928_D1_02092024.JPG;3;452;296,1453;179,2052286;73,89981559;-91,90581525
105732842;0,4274;-0,5582;0,5715;0,4232;2024-09-02 05:21:54.842;16;-20,34095953;32,23845794;746,935;2,999;;Sango_R_A__00930_D1_02092024.JPG;;Sango_L_B__00929_D1_02092024.JPG;3;456;290,935;178,6388563;73,94754867;-92,37376813
105735843;0,4309;-0,5548;0,5729;0,4223;2024-09-02 05:21:57.843;16;-20,34097434;32,23960344;745,7462;3,001;;Sango_R_A__00931_D1_02092024.JPG;;Sango_L_B__00930_D1_02092024.JPG;3;456;289,7462;178,7901042;74,21323533;-92,75435005
105738843;0,4292;-0,558;0,5715;0,4217;2024-09-02 05:22:00.843;16;-20,34099182;32,24074494;746,1284;3;;Sango_R_A__00932_D1_02092024.JPG;;Sango_L_B__00931_D1_02092024.JPG;3;455;291,1284;179,3737913;73,98173703;-91,84128267
105741843;0,4316;-0,5566;0,5745;0,4171;2024-09-02 05:22:03.843;16;-20,34101082;32,24187;746,7474;3;;Sango_R_A__00933_D1_02092024.JPG;;Sango_L_B__00932_D1_02092024.JPG;3;455;291,7474;-179,7522101;73,7650897;-91,6273667
105744842;0,4249;-0,5611;0,5682;0,4264;2024-09-02 05:22:06.842;16;-20,34102207;32,24298963;746,5701;2,999;;Sango_R_A__00934_D1_02092024.JPG;;Sango_L_B__00933_D1_02092024.JPG;3;455;291,5701;178,3901049;74,01266938;-91,93389343
105747843;0,4279;-0,5594;0,5703;0,4228;2024-09-02 05:22:09.843;16;-20,34103026;32,24410872;745,7244;3,001;;Sango_R_A__00935_D1_02092024.JPG;;Sango_L_B__00934_D1_02092024.JPG;3;453;292,7244;179,2719691;73,9589149;-91,65381613
105750842;0,427;-0,5597;0,569;0,425;2024-09-02 05:22:12.842;16;-20,34104152;32,24522565;745,0725;2,999;;Sango_R_A__00936_D1_02092024.JPG;;Sango_L_B__00935_D1_02092024.JPG;3;449;296,0725;178,8156244;74,08950443;-91,83811948
105753843;0,4284;-0,5597;0,5686;0,4241;2024-09-02 05:22:15.843;16;-20,34105905;32,24634322;743,9447;3,001;;Sango_R_A__00937_D1_02092024.JPG;;Sango_L_B__00936_D1_02092024.JPG;3;452;291,9447;179,4262784;74,14474836;-91,33734548
105756843;0,4249;-0,5601;0,5696;0,4257;2024-09-02 05:22:18.843;16;-20,34108198;32,24746127;742,908;3;;Sango_R_A__00938_D1_02092024.JPG;;Sango_L_B__00937_D1_02092024.JPG;3;449;293,908;178,1382109;73,94471815;-92,36521795
105759843;0,4256;-0,56;0,5689;0,4262;2024-09-02 05:22:21.843;16;-20,34110665;32,24858493;739,9206;3;;Sango_R_A__00939_D1_02092024.JPG;;Sango_L_B__00938_D1_02092024.JPG;3;452;287,9206;178,2765535;74,06291469;-92,20363251
105762842;0,4263;-0,56;0,5693;0,4249;2024-09-02 05:22:24.842;16;-20,34112954;32,24971447;739,4853;2,999;;Sango_R_A__00940_D1_02092024.JPG;;Sango_L_B__00939_D1_02092024.JPG;3;449;290,4853;178,6823812;74,00754628;-91,93671388
105765843;0,4366;-0,5541;0,5747;0,4148;2024-09-02 05:22:27.843;16;-20,34115094;32,25084428;739,0182;3,001;;Sango_R_A__00941_D1_02092024.JPG;;Sango_L_B__00940_D1_02092024.JPG;3;448;291,0182;-178,5255181;74,05447781;-90,97877526
105768844;0,4261;-0,5593;0,5696;0,4256;2024-09-02 05:22:30.844;16;-20,34116955;32,2519702;738,7864;3,001;;Sango_R_A__00942_D1_02092024.JPG;;Sango_L_B__00941_D1_02092024.JPG;3;447;291,7864;178,2876596;74,05595283;-92,33718974
105771843;0,4296;-0,5573;0,5751;0,4173;2024-09-02 05:22:33.843;16;-20,34118435;32,25309267;737,9167;2,999;;Sango_R_A__00943_D1_02092024.JPG;;Sango_L_B__00942_D1_02092024.JPG;3;448;289,9167;179,7676174;73,58307187;-91,97488755
105774843;0,4293;-0,5592;0,5699;0,4223;2024-09-02 05:22:36.843;16;-20,34120076;32,2542171;736,8406;3;;Sango_R_A__00944_D1_02092024.JPG;;Sango_L_B__00943_D1_02092024.JPG;3;445;291,8406;179,7480964;74,04854667;-91,27589336
